ENT,MUN,LOC50K,ID_VIV,COBERTURA,ESTRATO,UPM,FACTOR,CLAVIVP,ID_MII,MPER,MCONRES,MSEXO,MEDAD,MFECEMIM,MFECEMIA,MCAUSAEMIG,MCAUSAEMIG_V,MLUGORI_C,MPAIDES_C,MPAIRES,MFECRETM,MFECRETA,MCAUSARETO,MCAUSARETO_V,MCONRESACT,MPERLS,TAMLOC
19,014,0000,190140001058,2,19-014-0000-03,00015,5,01,19014000105801,01,1,1,65,01,2020,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001059,2,19-014-0000-03,00015,5,01,19014000105901,01,1,1,22,09,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001063,2,19-014-0000-03,00015,5,01,19014000106301,01,1,1,31,12,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001080,2,19-014-0000-03,00015,5,01,19014000108001,01,1,1,33,09,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001093,2,19-014-0000-03,00015,5,01,19014000109301,01,1,1,29,03,2018,02,0102,019,221,3,12,2018,03,0301,1,01,1
19,014,0000,190140001185,2,19-014-0000-03,00018,6,01,19014000118501,01,1,1,24,02,2018,01,0101,019,999,3,02,2018,04,0401,3,,1
19,014,0000,190140001186,2,19-014-0000-03,00018,6,01,19014000118601,01,1,3,34,02,2017,01,0101,999,221,1,,,,,,,1
19,014,0000,190140001191,2,19-014-0000-03,00019,6,01,19014000119101,01,1,1,25,05,2019,02,0102,019,221,1,,,,,,,1
19,014,0000,190140001201,2,19-014-0000-03,00019,6,01,19014000120101,01,1,3,28,10,2019,01,0101,019,999,9,,,,,,,1
19,014,0000,190140001242,2,19-014-0000-03,00019,6,01,19014000124201,01,1,1,31,08,2019,02,0102,019,221,3,12,2019,09,0103,1,01,1
19,014,0000,190140001279,2,19-014-0000-03,00019,6,02,19014000127901,01,1,1,62,03,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001381,2,19-014-0000-03,00027,6,01,19014000138101,01,1,1,58,07,2015,99,9999,999,999,9,,,,,,,1
19,014,0000,190140001390,2,19-014-0000-03,00027,6,01,19014000139001,02,1,3,17,01,2019,09,9999,019,221,1,,,,,,,1
19,014,0000,190140001418,2,19-014-0000-03,00027,6,01,19014000141801,01,1,3,36,07,2019,04,0401,019,221,3,01,2020,03,0301,3,,1
19,014,0000,190140001422,2,19-014-0000-03,00027,6,01,19014000142201,01,1,1,20,09,2015,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001513,2,19-014-0000-03,00029,5,01,19014000151301,01,1,1,20,01,2020,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001518,2,19-014-0000-03,00029,5,01,19014000151801,01,1,1,28,08,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001519,2,19-014-0000-03,00029,5,01,19014000151901,01,1,1,21,01,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001519,2,19-014-0000-03,00029,5,01,19014000151902,02,1,1,18,01,2020,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001530,2,19-014-0000-03,00031,6,01,19014000153001,01,1,1,12,99,9999,99,9999,999,999,9,,,,,,,1
19,014,0000,190140001569,2,19-014-0000-03,00031,6,01,19014000156901,01,1,1,65,02,2020,03,0301,019,221,1,,,,,,,1
19,014,0000,190140001631,2,19-014-0000-03,00031,6,01,19014000163101,01,1,1,38,08,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001653,2,19-014-0000-03,00042,6,01,19014000165301,01,1,3,13,99,9999,99,9999,999,999,9,,,,,,,1
19,014,0000,190140001659,2,19-014-0000-03,00043,5,01,19014000165901,01,1,3,18,09,2019,05,0501,019,221,1,,,,,,,1
19,014,0000,190140001670,2,19-014-0000-03,00046,6,01,19014000167001,01,1,1,23,09,2019,01,0101,019,221,1,,,,,,,1
19,014,0000,190140001680,2,19-014-0000-03,00050,5,01,19014000168001,01,1,1,20,08,2018,03,0301,019,221,1,,,,,,,1
19,015,0000,190150000042,1,19-015-0000-03,00017,1,02,19015000004201,01,1,3,26,03,2015,03,0301,019,221,1,,,,,,,1
19,015,0000,190150000118,1,19-015-0000-03,00042,1,01,19015000011801,01,1,1,999,99,9999,99,9999,999,999,9,,,,,,,1
19,016,0000,190160000046,1,19-016-0000-03,00016,1,01,19016000004601,01,1,1,32,06,2018,02,0102,019,221,1,,,,,,,1
19,016,0000,190160000046,1,19-016-0000-03,00016,1,01,19016000004602,02,1,3,34,12,2019,03,0301,019,221,1,,,,,,,1
19,016,0000,190160000046,1,19-016-0000-03,00016,1,01,19016000004603,03,1,1,13,12,2019,03,0301,019,221,1,,,,,,,1
19,016,0000,190160000046,1,19-016-0000-03,00016,1,01,19016000004604,04,1,3,10,12,2019,03,0301,019,221,1,,,,,,,1
19,016,0000,190160000046,1,19-016-0000-03,00016,1,01,19016000004605,05,1,3,7,12,2019,03,0301,019,221,1,,,,,,,1
19,016,0000,190160000092,1,19-016-0000-03,00033,1,01,19016000009201,01,1,3,19,08,2019,03,0301,019,999,9,,,,,,,1
19,016,0000,190160000140,1,19-016-0000-03,00043,1,01,19016000014001,01,1,3,23,05,2016,02,0102,019,221,1,,,,,,,1
19,016,0000,190160000567,1,19-016-0000-03,00138,1,01,19016000056701,01,1,1,34,06,2019,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000575,1,19-016-0000-03,00138,1,01,19016000057501,01,1,1,20,10,2018,04,0401,019,999,9,,,,,,,1
19,016,0000,190160000577,1,19-016-0000-03,00138,1,01,19016000057701,01,1,1,27,02,2020,01,0101,019,999,9,,,,,,,1
19,016,0000,190160000772,1,19-016-0000-03,00168,1,01,19016000077201,01,1,3,50,05,2017,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000801,1,19-016-0000-03,00168,1,02,19016000080101,01,1,3,47,06,2019,02,0102,019,221,1,,,,,,,1
19,016,0000,190160000801,1,19-016-0000-03,00168,1,02,19016000080102,02,1,3,17,06,2019,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000801,1,19-016-0000-03,00168,1,02,19016000080103,03,1,1,20,06,2019,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000801,1,19-016-0000-03,00168,1,02,19016000080104,04,1,3,20,06,2015,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000801,1,19-016-0000-03,00168,1,02,19016000080105,05,1,3,20,06,2019,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000899,1,19-016-0000-03,00180,1,01,19016000089901,01,1,3,22,07,2015,01,0101,019,221,1,,,,,,,1
19,016,0000,190160000899,1,19-016-0000-03,00180,1,01,19016000089902,02,1,3,21,07,2015,04,0401,019,221,1,,,,,,,1
19,016,0000,190160000899,1,19-016-0000-03,00180,1,01,19016000089903,03,1,3,18,07,2015,01,0101,019,221,1,,,,,,,1
19,017,0000,190170000011,2,19-017-0000-05,00003,7,02,19017000001101,01,1,1,13,07,2017,05,0501,019,221,1,,,,,,,2
19,017,0000,190170000048,2,19-017-0000-05,00007,7,01,19017000004801,01,1,1,68,12,2019,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000048,2,19-017-0000-05,00007,7,01,19017000004802,02,1,3,57,12,2019,03,0301,019,221,1,,,,,,,2
19,017,0000,190170000048,2,19-017-0000-05,00007,7,01,19017000004803,03,1,1,37,12,2019,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000048,2,19-017-0000-05,00007,7,01,19017000004804,04,1,1,35,12,2019,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000048,2,19-017-0000-05,00007,7,01,19017000004805,05,1,1,32,12,2019,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000058,2,19-017-0000-05,00009,8,01,19017000005801,01,1,1,13,03,2017,05,0501,019,221,1,,,,,,,2
19,017,0000,190170000071,2,19-017-0000-05,00010,7,02,19017000007101,01,1,1,29,01,2020,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000071,2,19-017-0000-05,00010,7,02,19017000007102,02,1,1,21,02,2020,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000072,2,19-017-0000-05,00010,7,02,19017000007201,01,1,1,999,99,9999,99,9999,999,999,9,,,,,,,2
19,017,0000,190170000078,2,19-017-0000-05,00011,7,01,19017000007801,01,1,1,15,01,2018,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000194,2,19-017-0000-05,00022,7,03,19017000019401,01,1,1,36,01,2020,01,0101,019,221,1,,,,,,,2
19,017,0000,190170000220,2,19-017-0000-05,00026,7,01,19017000022001,01,1,3,26,08,2015,05,0501,019,213,2,,,,,,,2
19,017,0000,190170000917,2,19-017-0000-03,00047,6,01,19017000091701,01,1,1,86,11,2019,03,0301,019,221,1,,,,,,,1
19,017,0000,190170000917,2,19-017-0000-03,00047,6,01,19017000091702,02,1,3,88,11,2019,03,0301,019,221,1,,,,,,,1
19,017,0000,190170000919,2,19-017-0000-03,00047,6,01,19017000091901,01,1,1,40,01,9999,99,9999,999,999,9,,,,,,,1
19,017,0000,190170000921,2,19-017-0000-03,00047,6,01,19017000092101,01,1,1,42,11,2019,01,0101,019,221,1,,,,,,,1
19,017,0000,190170000963,2,19-017-0000-03,00047,6,02,19017000096301,01,1,1,56,03,2020,01,0101,019,221,1,,,,,,,1
19,017,0000,190170001141,2,19-017-0000-03,00077,6,01,19017000114101,01,1,3,32,12,2015,03,0301,019,329,2,,,,,,,1
19,017,0000,190170001157,2,19-017-0000-03,00081,6,01,19017000115701,01,1,1,25,08,2018,01,0101,019,221,1,,,,,,,2
19,017,0000,190170001269,2,19-017-0000-03,00093,6,01,19017000126901,01,1,3,20,99,9999,99,9999,999,999,9,,,,,,,1
19,017,0000,190170001297,2,19-017-0000-03,00093,6,01,19017000129701,01,1,1,23,09,2016,01,0101,019,221,1,,,,,,,1
19,017,0000,190170001635,2,19-017-0000-03,00106,6,01,19017000163501,01,1,1,39,06,2016,01,0101,019,221,1,,,,,,,1
19,017,0000,190170001697,2,19-017-0000-03,00122,6,01,19017000169701,01,1,1,24,09,2017,01,0101,019,221,1,,,,,,,1
19,017,0000,190170001710,2,19-017-0000-03,00123,6,01,19017000171001,01,1,1,18,12,2015,02,0102,019,221,1,,,,,,,1
19,018,0001,190180000070,2,19-018-0001-00,00008,26,01,19018000007001,01,1,1,22,06,2017,04,0401,019,221,1,,,,,,,5
19,018,0001,190180000118,2,19-018-0001-00,00010,22,01,19018000011801,01,1,1,58,08,2019,02,0102,019,221,1,,,,,,,5
19,018,0001,190180000165,2,19-018-0001-00,00011,24,01,19018000016501,01,1,3,19,07,2017,04,0401,019,221,3,12,2019,09,0309,3,,5
19,018,0001,190180000300,2,19-018-0001-00,00015,23,01,19018000030001,01,1,3,19,02,2019,04,0401,019,221,1,,,,,,,5
19,018,0001,190180000495,2,19-018-0001-00,00021,22,01,19018000049501,01,1,1,45,04,2019,01,0101,019,221,3,12,2019,03,0301,1,01,5
19,018,0001,190180000497,2,19-018-0001-00,00021,22,01,19018000049701,01,1,1,39,11,2018,09,0402,019,999,9,,,,,,,5
19,018,0001,190180000626,2,19-018-0001-00,00025,22,01,19018000062601,01,1,1,22,99,9999,99,9999,999,999,9,,,,,,,5
19,018,0001,190180000914,2,19-018-0001-00,00033,22,01,19018000091401,01,1,1,16,09,2019,01,0101,019,221,1,,,,,,,5
19,018,0001,190180001482,2,19-018-0001-00,00045,24,01,19018000148201,01,1,3,69,01,2020,03,0301,019,221,3,01,2020,03,0301,3,,5
19,018,0001,190180001620,2,19-018-0001-00,00048,27,01,19018000162001,01,1,1,36,06,2016,01,0101,019,221,1,,,,,,,5
19,018,0001,190180001765,2,19-018-0001-00,00052,22,01,19018000176501,01,1,1,17,05,2019,05,0501,019,221,1,,,,,,,5
19,018,0001,190180001772,2,19-018-0001-00,00053,22,01,19018000177201,01,1,3,25,04,2016,01,0101,019,221,3,10,2018,03,0301,1,04,5
19,018,0001,190180002252,2,19-018-0001-00,00062,23,01,19018000225201,01,1,1,18,06,2018,03,0301,019,999,9,,,,,,,5
19,018,0001,190180002700,2,19-018-0001-00,00075,22,01,19018000270001,01,1,1,20,02,2020,01,0101,019,221,1,,,,,,,5
19,018,0001,190180002747,2,19-018-0001-00,00077,22,01,19018000274701,01,1,1,20,11,2019,01,0101,019,221,1,,,,,,,5
19,018,0000,190180003166,2,19-018-0000-05,00011,25,01,19018000316601,01,1,1,22,12,2019,02,0102,019,999,9,,,,,,,3
19,018,0000,190180003285,2,19-018-0000-05,00016,19,01,19018000328501,01,1,1,30,03,2020,01,0101,019,221,1,,,,,,,3
19,018,0000,190180003305,2,19-018-0000-05,00017,23,01,19018000330501,01,1,1,11,08,2019,03,0301,019,221,1,,,,,,,3
19,018,0000,190180003459,2,19-018-0000-03,00004,19,01,19018000345901,01,1,1,19,09,2015,01,0101,019,221,1,,,,,,,1
19,018,0000,190180003459,2,19-018-0000-03,00004,19,01,19018000345902,02,1,1,19,09,2015,01,0101,019,221,1,,,,,,,1
19,018,0000,190180003693,2,19-018-0000-06,00005,17,01,19018000369301,01,1,1,23,02,2020,03,0301,019,221,1,,,,,,,3
19,018,0000,190180003816,2,19-018-0000-06,00008,17,01,19018000381601,01,1,1,41,10,2018,01,0101,019,221,1,,,,,,,3
19,018,0000,190180003882,2,19-018-0000-06,00011,16,01,19018000388201,01,1,1,28,02,2017,01,0101,019,221,1,,,,,,,3
19,018,0000,190180004020,2,19-018-0000-06,00018,18,01,19018000402001,01,1,3,33,01,2020,01,0101,019,221,1,,,,,,,3
19,018,0000,190180004020,2,19-018-0000-06,00018,18,01,19018000402002,02,1,1,5,01,2020,01,0306,019,221,1,,,,,,,3
19,018,0000,190180004227,2,19-018-0000-06,00025,18,01,19018000422701,01,1,1,30,02,2020,01,0101,019,221,1,,,,,,,3
19,018,0212,190180004430,2,19-018-0000-06,00030,16,01,19018000443001,01,1,1,35,03,2019,02,0102,019,221,3,04,2019,02,0102,1,01,4
19,018,0212,190180004898,2,19-018-0000-06,00046,18,01,19018000489801,01,1,1,19,09,2018,05,0501,019,423,2,,,,,,,4
19,018,0212,190180005078,2,19-018-0000-06,00052,16,01,19018000507801,01,1,1,41,02,2017,06,0601,999,221,1,,,,,,,4
19,018,0212,190180005078,2,19-018-0000-06,00052,16,01,19018000507802,02,1,1,39,08,2016,06,0601,019,217,2,,,,,,,4
19,018,0212,190180005078,2,19-018-0000-06,00052,16,01,19018000507803,04,1,1,40,06,2018,06,0601,019,237,2,,,,,,,4
19,018,0212,190180005324,2,19-018-0000-06,00069,16,01,19018000532401,01,1,1,27,09,2019,05,0501,014,221,1,,,,,,,4
19,018,0212,190180005324,2,19-018-0000-06,00069,16,01,19018000532402,02,1,3,25,08,2017,05,0501,014,221,1,,,,,,,4
19,018,0000,190180005454,2,19-018-0000-03,00018,20,01,19018000545401,01,1,3,43,08,2019,02,0102,019,221,1,,,,,,,2
19,019,0001,190190000101,2,19-019-0001-00,00004,29,01,19019000010101,01,1,3,74,08,2019,09,0409,019,221,3,08,2019,09,9999,1,02,5
19,019,0001,190190000142,2,19-019-0001-00,00008,25,01,19019000014201,01,1,3,22,02,2017,05,0501,019,415,3,09,2017,03,0301,1,03,5
19,019,0001,190190000242,2,19-019-0001-00,00013,49,04,19019000024201,01,1,3,30,02,2018,01,0101,019,237,2,,,,,,,5
19,019,0001,190190000386,2,19-019-0001-00,00021,24,01,19019000038601,01,1,1,21,01,2020,05,0501,019,439,2,,,,,,,5
19,019,0001,190190000433,2,19-019-0001-00,00025,25,01,19019000043301,01,1,3,26,09,2015,05,0501,019,400,2,,,,,,,5
19,019,0001,190190000439,2,19-019-0001-00,00026,21,01,19019000043901,01,1,3,19,01,2018,05,0501,019,221,1,,,,,,,5
19,019,0001,190190000462,2,19-019-0001-00,00029,34,01,19019000046201,01,1,1,24,01,2019,05,0501,019,501,3,12,2019,05,0501,1,04,5
19,019,0001,190190000470,2,19-019-0001-00,00030,21,02,19019000047001,01,1,3,29,01,2017,02,0102,019,221,1,,,,,,,5
19,019,0001,190190000575,2,19-019-0001-00,00039,23,01,19019000057501,01,1,1,28,01,2018,01,0101,019,221,1,,,,,,,5
19,019,0001,190190000577,2,19-019-0001-00,00039,23,01,19019000057701,01,1,1,28,08,2016,05,0501,019,425,3,12,2016,03,0301,1,01,5
19,019,0001,190190000593,2,19-019-0001-00,00041,25,02,19019000059301,01,1,3,27,08,2016,04,0401,019,221,1,,,,,,,5
19,019,0001,190190000644,2,19-019-0001-00,00041,25,01,19019000064401,01,1,3,33,10,2019,02,0102,019,211,2,,,,,,,5
19,019,0001,190190000656,2,19-019-0001-00,00042,21,01,19019000065601,01,1,1,28,02,2019,05,0501,019,419,2,,,,,,,5
19,019,0001,190190000682,2,19-019-0001-00,00043,22,02,19019000068201,01,1,1,33,04,2018,01,0101,019,221,1,,,,,,,5
19,019,0001,190190000733,2,19-019-0001-00,00046,26,01,19019000073301,01,1,1,25,08,2018,05,0501,019,221,1,,,,,,,5
19,019,0001,190190000734,2,19-019-0001-00,00046,26,01,19019000073401,01,1,1,33,02,2019,02,0102,019,221,3,02,2020,02,0102,3,,5
19,019,0001,190190000769,2,19-019-0001-00,00048,23,01,19019000076901,01,1,3,15,08,2015,05,0501,019,213,3,07,2016,03,0301,1,04,5
19,019,0001,190190000773,2,19-019-0001-00,00049,23,01,19019000077301,02,1,3,23,04,2019,05,0501,019,221,1,,,,,,,5
19,019,0001,190190000775,2,19-019-0001-00,00049,23,01,19019000077501,01,1,3,34,06,2018,05,0501,019,221,3,09,2019,03,0301,1,02,5
19,019,0001,190190000776,2,19-019-0001-00,00049,23,01,19019000077601,01,1,1,28,08,2017,05,0501,019,425,3,12,2017,01,0101,1,01,5
19,019,0001,190190000821,2,19-019-0001-00,00050,23,01,19019000082101,01,1,1,999,99,9999,99,9999,999,999,9,,,,,,,5
19,019,0001,190190000824,2,19-019-0001-00,00050,23,01,19019000082401,01,1,3,20,03,2017,01,0101,019,221,1,,,,,,,5
19,019,0001,190190000843,2,19-019-0001-00,00052,35,01,19019000084301,02,1,3,24,02,2017,02,0102,019,400,2,,,,,,,5
19,019,0001,190190000843,2,19-019-0001-00,00052,35,01,19019000084302,01,1,1,26,08,2016,02,0102,019,221,1,,,,,,,5
19,019,0001,190190000859,2,19-019-0001-00,00052,35,01,19019000085901,01,1,3,26,07,2018,04,0401,019,221,1,,,,,,,5
19,019,0001,190190000871,2,19-019-0001-00,00052,35,01,19019000087101,01,1,3,24,08,2018,01,0101,019,221,1,,,,,,,5
19,019,0001,190190000916,2,19-019-0001-00,00057,32,01,19019000091601,01,1,1,21,07,2016,05,0501,019,501,3,12,2018,05,0501,1,03,5
19,019,0001,190190000922,2,19-019-0001-00,00057,32,01,19019000092201,01,1,1,18,08,2015,05,0501,019,221,3,03,2018,05,0501,1,02,5
19,019,0001,190190000997,2,19-019-0001-00,00060,22,03,19019000099701,01,1,3,30,10,2019,02,0102,019,315,2,,,,,,,5
19,019,0001,190190001028,2,19-019-0001-00,00061,22,03,19019000102801,01,1,3,84,11,2018,03,0301,019,221,1,,,,,,,5
19,019,0001,190190001143,2,19-019-0001-00,00070,23,02,19019000114301,01,1,3,20,07,2017,05,0501,019,221,1,,,,,,,5
19,019,0001,190190001170,2,19-019-0001-00,00071,24,01,19019000117001,01,1,3,38,06,2018,01,0101,019,221,1,,,,,,,5
19,019,0001,190190001170,2,19-019-0001-00,00071,24,01,19019000117002,02,1,1,42,06,2018,01,0101,019,221,1,,,,,,,5
19,019,0001,190190001170,2,19-019-0001-00,00071,24,01,19019000117003,03,1,1,7,06,2018,03,0301,019,221,1,,,,,,,5
19,019,0001,190190001170,2,19-019-0001-00,00071,24,01,19019000117004,05,1,1,6,06,2018,03,0301,019,221,1,,,,,,,5
19,019,0001,190190001170,2,19-019-0001-00,00071,24,01,19019000117005,04,1,3,3,06,2018,03,0301,019,221,1,,,,,,,5
19,019,0001,190190001172,2,19-019-0001-00,00071,24,01,19019000117201,01,1,3,24,07,2019,05,0501,019,418,2,,,,,,,5
19,019,0001,190190001187,2,19-019-0001-00,00073,26,01,19019000118701,01,1,3,25,10,2016,02,0102,019,221,1,,,,,,,5
19,019,0001,190190001187,2,19-019-0001-00,00073,26,01,19019000118702,02,1,1,26,03,2019,02,0102,019,221,1,,,,,,,5
19,019,0001,190190001191,2,19-019-0001-00,00073,26,01,19019000119101,01,1,1,25,07,2017,05,0501,019,415,3,07,2018,03,0301,3,,5
19,019,0001,190190001191,2,19-019-0001-00,00073,26,01,19019000119102,02,1,1,23,07,2018,05,0501,019,439,3,07,2019,05,0501,3,,5
19,019,0001,190190001196,2,19-019-0001-00,00073,26,01,19019000119601,01,1,1,25,05,2015,05,0501,019,221,1,,,,,,,5
19,019,0001,190190001209,2,19-019-0001-00,00074,25,01,19019000120901,01,1,1,26,10,2018,02,0102,019,221,1,,,,,,,5
19,019,0001,190190001209,2,19-019-0001-00,00074,25,01,19019000120902,02,1,3,21,01,2020,05,0501,019,213,2,,,,,,,5
19,019,0001,190190001219,2,19-019-0001-00,00076,30,01,19019000121901,01,1,1,32,08,2016,05,0501,019,221,1,,,,,,,5
19,019,0001,190190001219,2,19-019-0001-00,00076,30,01,19019000121902,02,1,3,18,08,2015,05,0501,019,402,2,,,,,,,5
19,019,0001,190190001226,2,19-019-0001-00,00076,30,02,19019000122601,01,1,1,33,07,2019,02,0102,019,322,2,,,,,,,5
19,019,0001,190190001240,2,19-019-0001-00,00076,30,01,19019000124001,01,1,3,25,08,2017,05,0501,019,346,3,12,2017,05,0501,1,03,5
19,019,0001,190190001241,2,19-019-0001-00,00076,30,01,19019000124101,01,1,3,21,06,2019,05,0501,019,237,3,07,2019,03,0301,1,99,5
19,019,0001,190190001256,2,19-019-0001-00,00077,23,01,19019000125601,01,1,1,32,12,2018,09,0109,019,402,2,,,,,,,5
19,019,0001,190190001268,2,19-019-0001-00,00078,27,01,19019000126801,01,1,3,25,01,9999,99,9999,999,999,9,,,,,,,5
19,019,0001,190190001274,2,19-019-0001-00,00078,27,01,19019000127401,01,1,3,23,09,2018,05,0501,019,436,3,08,2019,05,0501,1,99,5
19,019,0001,190190001296,2,19-019-0001-00,00080,51,01,19019000129601,01,1,1,19,99,9999,99,9999,999,999,9,,,,,,,5
19,019,0001,190190001348,2,19-019-0001-00,00084,24,01,19019000134801,01,1,1,40,10,2018,05,0501,019,221,2,,,,,,,5
19,019,0001,190190001358,2,19-019-0001-00,00086,33,01,19019000135801,01,1,3,16,01,2019,06,0601,019,520,3,07,2019,03,0301,1,04,5
19,020,0000,190200000008,2,19-020-0000-04,00002,1,01,19020000000801,01,1,3,55,07,2016,03,0301,019,221,1,,,,,,,2
19,020,0000,190200000051,2,19-020-0000-04,00011,1,01,19020000005101,02,1,1,26,12,2019,05,0501,019,221,1,,,,,,,2
19,020,0000,190200000053,2,19-020-0000-04,00012,2,01,19020000005301,01,1,1,23,09,2017,01,0101,019,221,1,,,,,,,2
19,020,0000,190200000161,2,19-020-0000-04,00040,1,02,19020000016101,03,1,1,29,09,2015,01,0101,019,221,1,,,,,,,2
19,020,0000,190200000170,2,19-020-0000-04,00043,2,01,19020000017001,01,1,1,999,99,9999,99,9999,999,999,9,,,,,,,2
19,020,0000,190200000205,2,19-020-0000-04,00050,1,01,19020000020501,01,1,1,33,05,2015,04,0401,019,221,1,,,,,,,2
19,020,0000,190200000236,2,19-020-0000-04,00055,1,02,19020000023601,01,1,1,18,07,2015,05,0501,019,221,1,,,,,,,2
19,020,0000,190200000236,2,19-020-0000-04,00055,1,02,19020000023602,02,1,1,13,07,2015,05,0501,019,221,1,,,,,,,2
19,020,0000,190200000241,2,19-020-0000-04,00057,2,02,19020000024101,01,1,1,39,02,2019,01,0101,019,221,3,12,2019,03,0301,1,02,2
19,020,0000,190200000274,2,19-020-0000-04,00062,2,01,19020000027401,01,1,1,15,08,2016,05,0501,019,221,1,,,,,,,2
19,020,0000,190200000310,2,19-020-0000-04,00071,1,01,19020000031001,01,1,3,999,99,9999,99,9999,999,999,9,,,,,,,2
19,020,0000,190200000384,2,19-020-0000-04,00090,1,01,19020000038401,01,1,3,21,12,2019,04,0401,019,221,1,,,,,,,2
19,020,0000,190200000451,2,19-020-0000-04,00107,2,01,19020000045101,01,1,1,42,09,2019,01,0101,019,221,3,12,2019,03,0301,1,01,2
19,020,0000,190200000455,2,19-020-0000-04,00107,2,02,19020000045501,01,1,1,32,12,2017,01,0101,019,221,1,,,,,,,2
19,020,0000,190200000471,2,19-020-0000-04,00111,1,01,19020000047101,01,1,3,30,10,2018,09,0409,019,221,9,,,,,,,2
19,020,0000,190200000480,2,19-020-0000-04,00111,1,01,19020000048001,01,1,1,42,06,2019,02,0102,019,221,1,,,,,,,2
19,020,0000,190200000491,2,19-020-0000-04,00111,1,01,19020000049101,01,1,1,9,08,2015,05,0501,019,221,1,,,,,,,2
19,020,0000,190200000496,2,19-020-0000-04,00112,2,01,19020000049601,01,1,1,25,11,2018,02,0102,019,217,3,01,2019,02,0102,1,01,2
19,020,0000,190200000497,2,19-020-0000-04,00112,2,01,19020000049701,01,1,1,29,12,2018,02,0102,019,415,2,,,,,,,2
19,020,0000,190200000528,2,19-020-0000-04,00118,2,01,19020000052801,01,1,1,23,09,2017,04,0401,019,221,1,,,,,,,2
19,020,0000,190200000573,2,19-020-0000-04,00126,2,01,19020000057301,01,1,1,14,08,2018,05,0501,019,221,1,,,,,,,2
19,020,0000,190200000575,2,19-020-0000-04,00127,2,01,19020000057501,01,1,1,999,99,9999,99,9999,999,999,9,,,,,,,2
19,020,0000,190200000593,2,19-020-0000-04,00131,2,01,19020000059301,01,1,1,18,06,2018,01,0101,019,221,1,,,,,,,2
19,020,0000,190200000673,2,19-020-0000-03,00002,3,01,19020000067301,01,1,1,43,08,2015,02,0102,019,221,1,,,,,,,1
19,020,0000,190200000673,2,19-020-0000-03,00002,3,01,19020000067302,03,1,3,13,08,2015,03,0301,019,221,1,,,,,,,1
19,020,0000,190200000673,2,19-020-0000-03,00002,3,01,19020000067303,04,1,1,9,08,2015,03,0301,019,221,1,,,,,,,1
19,020,0000,190200000673,2,19-020-0000-03,00002,3,01,19020000067304,02,1,3,39,08,2015,03,0301,019,221,1,,,,,,,1
19,020,0000,190200000802,2,19-020-0000-03,00012,3,01,19020000080201,01,1,1,19,06,2018,04,0401,019,221,1,,,,,,,1
19,020,0000,190200000830,2,19-020-0000-03,00017,3,01,19020000083001,01,1,3,18,01,2017,04,0401,019,221,1,,,,,,,1
19,021,0001,190210000134,2,19-021-0001-00,00005,28,01,19021000013401,01,1,1,29,11,2019,05,0501,019,423,2,,,,,,,5
19,021,0001,190210000278,2,19-021-0001-00,00014,35,01,19021000027801,01,1,1,21,08,2016,05,0501,019,100,3,07,2018,05,0501,3,,5
19,021,0001,190210000286,2,19-021-0001-00,00014,35,01,19021000028601,01,1,1,15,11,2015,01,0101,019,221,3,01,2016,03,0301,3,,5
19,021,0001,190210000565,2,19-021-0001-00,00027,29,01,19021000056501,01,1,3,49,01,2017,01,0101,019,221,1,,,,,,,5
19,021,0001,190210000596,2,19-021-0001-00,00028,29,01,19021000059601,01,1,1,38,12,2019,09,9999,019,221,1,,,,,,,5
19,021,0001,190210000672,2,19-021-0001-00,00032,28,01,19021000067201,01,1,3,50,05,2016,03,0301,019,210,3,08,2016,03,0301,1,01,5
19,021,0001,190210000672,2,19-021-0001-00,00032,28,01,19021000067202,02,1,1,22,01,2020,05,0501,019,415,2,,,,,,,5
19,021,0001,190210000675,2,19-021-0001-00,00032,28,01,19021000067501,01,1,1,47,01,2019,01,0101,019,221,1,,,,,,,5
19,021,0001,190210000782,2,19-021-0001-00,00036,29,01,19021000078201,01,1,1,47,01,2016,03,0301,019,221,1,,,,,,,5
